Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
VECTOR 160 MG 30TAB,30.00,$35.13,$48.13,$56.80,2015
VECTOR 80 MG 30TAB,30.00,$24.19,$33.13,$39.10,2015
VECTOR PLUS 160/12.5 28TAB,28.00,$31.51,$43.16,$50.93,2015
VECTOR PLUS 160/25 MG 30TAB,30.00,$32.84,$44.99,$53.09,2015
VECTOR PLUS 80/12.5 MG 30TAB,30.00,$23.62,$32.36,$38.19,2015
VELCADE 1 MG 1VIAL,1.00,"$1,459.32","$1,714.70","$2,023.35",2015
VELCADE 3.5MG POWDER FOR INJ,1.00,"$4,917.77","$5,778.38","$6,818.48",2015
VENLA 37.5MG 28TAB,28.00,$14.78,$20.25,$23.89,2015
VENLA 75MG 28TAB,28.00,$36.19,$49.58,$58.50,2015
VENLAFAXINE XR TEVA 150 MG 30 CAPS,30.00,$44.88,$60.36,$71.23,2015
VENLAFAXINE XR TEVA 75MG 30CAPS,30.00,$28.53,$39.09,$46.13,2015
VENOFER 100MG/5ML 5AMP,5.00,$257.70,$302.80,$357.30,2015
VENORUTON 500MG 30TAB,30.00,$38.70,$52.05,$61.42,2015
VENTAVIS SOL FOR INH 0.01MG/ML 30AMP 2ML,30.00,"$3,682.14","$4,326.51","$5,105.29",2015
VENTOLIN 2MG 100TAB,100.00,$17.43,$23.88,$28.18,2015
VENTOLIN DISKUS 200MCG 60DOSE,60.00,$14.06,$19.27,$22.74,2015
VENTOLIN INH. CFC FREE 200ACT,200.00,$12.74,$17.45,$20.60,2015
VENTOLIN INJ 500MCG/ML 5X1ML,5.00,$8.99,$12.32,$14.54,2015
VENTOLIN RESP. SOLUTION FOR INHALATION 20CC,20.00,$15.07,$20.65,$24.37,2015
VENTOLIN SYRUP 150ML,150.00,$5.36,$7.34,$8.66,2015
VERAPRESS 240 30 SR CAPLETS,30.00,$22.51,$30.84,$36.39,2015
VEREGEN 10%W/W 15G OINT,15.00,$193.08,$226.87,$267.71,2015
VEREGEN 10%W/W 30G OINT,30.00,$386.16,$453.74,$535.41,2015
VERMOX 100MG 6 CHEW/TAB,6.00,$14.29,$19.57,$23.10,2015
VERMOX SUSP 30ML,30.00,$15.46,$21.17,$24.99,2015
VERRUMAL SOL 13ML,13.00,$97.68,$122.09,$144.07,2015
VESANOID 10MG 100CAPSULES,100.00,$978.00,"$1,149.15","$1,356.00",2015
VESICARE 10MG 30TAB,30.00,$192.47,$240.59,$283.90,2015
VESICARE 5MG 30TAB,30.00,$135.49,$169.36,$199.85,2015
VFEND 200MG 14TAB,14.00,"$2,369.84","$2,784.56","$3,285.78",2015
VFEND 200MG 28TAB,28.00,"$4,739.68","$5,569.12","$6,571.56",2015
VFEND 40MG/ML PWDR ORAL SUSP 75ML,1.00,"$2,765.13","$3,249.03","$3,833.86",2015
VFEND 50MG 14TAB,14.00,$625.24,$734.66,$866.90,2015
VIAGRA 100MG 4TAB,4.00,$78.86,$106.07,$125.16,2015
VIAGRA 100MG 8TAB,8.00,$157.72,$197.15,$232.64,2015
VIAGRA 25MG 4TAB,4.00,$79.84,$107.38,$126.71,2015
VIAGRA 25MG 8TAB,8.00,$159.68,$199.60,$235.53,2015
VIAGRA 50MG 4TAB,4.00,$65.79,$88.48,$104.41,2015
VIAGRA 50MG 8TAB,8.00,$131.57,$164.47,$194.07,2015
VICROM 5 112INHAL,112.00,$33.92,$46.48,$54.84,2015
VICTOZA  6MG/ML 3ML 2 PRE FILLED PEN,2.00,$440.48,$517.56,$610.72,2015
VICTRELIS 200MG 336 CAPSULES,336.00,"$14,216.09","$16,703.91","$19,710.61",2015
VIDAZA 100MG 1VIAL,1.00,"$1,583.52","$1,860.64","$2,195.55",2015
VIEPAX  XR 150MG 30CAPLETS,30.00,$45.56,$61.28,$72.31,2015
VIEPAX  XR 75MG 30CAPLETS,30.00,$29.38,$40.26,$47.50,2015
VIEPAX 37.5MG 28TAB,28.00,$14.78,$20.25,$23.89,2015
VIEPAX 75MG 28TAB,28.00,$36.19,$49.58,$58.50,2015
VIGAM LIQUID 5%W/V 100ML,100.00,"$1,730.01","$2,032.76","$2,398.66",2015
VIGAM LIQUID 5%W/V 200ML,200.00,"$3,460.02","$4,065.52","$4,797.32",2015
VIGAM LIQUID 5%W/V 50ML,50.00,$865.00,"$1,016.38","$1,199.33",2015
VIGAMOX OPHT SOL 5ML,5.00,$36.21,$49.60,$58.53,2015
VIMOVO 500MG/20MG 30 TAB,30.00,$45.20,$60.80,$71.74,2015
VIMPAT 10 MG/ML (200MG/20ML) VIAL 1X20ML,1.00,$135.75,$169.69,$200.24,2015
VIMPAT 100MG 56 F.C.TAB,56.00,$360.91,$424.07,$500.40,2015
VIMPAT 150MG 56 F.C.TAB,56.00,$536.81,$630.75,$744.29,2015
VIMPAT 200MG 56 F.C.TAB,56.00,$692.01,$813.11,$959.47,2015
VIMPAT 50MG 14 F.C.TAB,14.00,$45.44,$61.12,$72.12,2015
VIMPAT 50MG 56 F.C.TAB,56.00,$181.76,$227.20,$268.09,2015
VINORELBINE-TRIMA 10MG/ML1 VIAL,1.00,$66.72,$89.74,$105.89,2015
VINORELBINE-TRIMA 50MG/5ML1 VIAL,1.00,$321.13,$377.33,$445.24,2015
VIRAMUNE 200 MG 60TAB,60.00,$575.02,$675.64,$797.26,2015
VIRAMUNE ORAL SUSP 50MG/5ML 240ML,240.00,$109.90,$137.37,$162.10,2015
VIREAD 300MG 30TAB,30.00,"$1,517.34","$1,782.88","$2,103.80",2015
VIRU-MERZ GEL 10GR,10.00,$81.97,$110.25,$130.09,2015
VISABELLE 2MG 2X14TAB,28.00,$185.61,$232.01,$273.77,2015
VISUDYNE 15MG/VIAL 1+INF.KIT,1.00,"$5,240.75","$6,157.88","$7,266.30",2015
VOLIBRIS 10 MG FC 30 TABLETS,30.00,"$9,937.56","$11,676.63","$13,778.43",2015
VOLIBRIS 5 MG FC 30 TABLETS,30.00,"$10,340.26","$12,149.81","$14,336.78",2015
VOLTAREN 50MG 10SUPP,10.00,$8.04,$11.01,$13.00,2015
VOLTAREN OPHT DROPS 5ML,5.00,$12.35,$16.92,$19.97,2015
VOLTAREN SR 100MG 10 TAB,10.00,$7.18,$9.83,$11.60,2015
V-OPTIC 0.25% 5ML,5.00,$11.66,$15.97,$18.85,2015
V-OPTIC 0.5% 5ML,5.00,$13.05,$17.88,$21.09,2015
VORICONAZOLE-TEVA 200MG 2X7TAB,14.00,"$2,369.84","$2,784.56","$3,285.78",2015
VORICONAZOLE-TEVA 200MG 4X7TAB,28.00,"$4,739.68","$5,569.12","$6,571.56",2015
VORICONAZOLE-TRIMA 200MG 14TAB,14.00,"$2,369.84","$2,784.56","$3,285.78",2015
VORICONAZOLE-TRIMA 200MG 28TAB,28.00,"$4,739.68","$5,569.12","$6,571.56",2015
VOTRIENT 200MG 30TAB,30.00,"$3,483.59","$4,093.22","$4,830.00",2015
VOTRIENT 200MG 90TAB,90.00,"$10,450.77","$12,279.66","$14,490.00",2015
VOTRIENT 400MG 30TAB,30.00,"$6,700.95","$7,873.62","$9,290.87",2015
VOTRIENT 400MG 60TAB,60.00,"$13,401.91","$15,747.24","$18,581.74",2015
VPRIV 400U/VIAL 1 VIAL 20ML,1.00,"$6,868.21","$8,070.15","$9,522.77",2015
WELLBUTRIN XR 150MG 30 TABLETS,30.00,$76.18,$102.46,$120.90,2015
WELLBUTRIN XR 300MG 30TABLETS,30.00,$134.39,$167.99,$198.23,2015
XALACOM  EYE DROPS 2.5ML,2.50,$35.31,$48.38,$57.09,2015
XALATAN 50MCG/ML DROPS 2.5ML,2.50,$29.24,$40.06,$47.27,2015
XALKORI 200MG 60CAPS,60.00,"$25,413.47","$29,860.82","$35,235.77",2015
XALKORI 250MG 60CAPS,60.00,"$26,237.16","$30,828.66","$36,377.82",2015
XAMIOL GEL 30GR,30.00,$95.30,$119.12,$140.56,2015
XAMIOL GEL 60GR,60.00,$190.59,$238.24,$281.12,2015
XANAGIS 0.25MG 50TAB,50.00,$11.05,$15.14,$17.86,2015
XANAGIS 0.50MG 50TAB,50.00,$16.18,$22.16,$26.15,2015
XANAGIS 1MG 50TAB,50.00,$26.35,$36.09,$42.59,2015
XANAX XR 0.50MG 30 SR TAB,30.00,$14.10,$19.32,$22.79,2015
XANAX XR 1MG 30 SR TAB,30.00,$21.64,$29.64,$34.98,2015
XANAX XR 2MG 30 SR TAB,30.00,$37.16,$50.90,$60.06,2015
XARELTO 10MG  100 FILM COATED TABLETS,100.00,"$1,002.63","$1,178.09","$1,390.15",2015
XARELTO 10MG  30 FILM COATED TABLETS,30.00,$300.79,$353.43,$417.04,2015
XARELTO 15MG 28 F.C.TAB,28.00,$282.68,$332.15,$391.94,2015
XARELTO 20MG 28 F.C.TAB,28.00,$282.68,$332.15,$391.94,2015
XATRAL 2.5MG 30TAB,30.00,$23.65,$32.40,$38.24,2015
XATRAL SR 5MG 56TAB,56.00,$61.50,$82.72,$97.61,2015
XATRAL XL 10MG 30TAB,30.00,$52.10,$70.07,$82.68,2015
XEFO 8MG 20TAB,20.00,$22.00,$30.15,$35.57,2015
XELODA TABLETS 150MG 60 F.C.TABS,60.00,$116.39,$145.49,$171.68,2015
XELODA TABLETS 500MG 120TAB,120.00,$745.63,$876.12,"$1,033.82",2015
XENAZINE 25MG 112TAB,112.00,$708.97,$833.04,$982.99,2015
XENICAL 120MG 84CAP,84.00,$297.70,$349.80,$412.77,2015
XEPLION 100MG/1ML 1 SYRINGE 0.5ML,1.00,$961.22,"$1,129.43","$1,332.73",2015
XEPLION 100MG/1ML 1 SYRINGE 0.75ML,1.00,"$1,335.91","$1,569.70","$1,852.24",2015
XEPLION 100MG/1ML 1 SYRINGE 1.5ML,1.00,"$2,245.05","$2,637.93","$3,112.76",2015
XEPLION 100MG/1ML 1 SYRINGE 1ML,1.00,"$1,625.76","$1,910.27","$2,254.12",2015
XGEVA 120MG/1.7ML 1VIAL,1.00,"$1,460.97","$1,716.63","$2,025.63",2015
XGEVA 120MG/1.7ML 4VIAL,4.00,"$5,843.86","$6,866.54","$8,102.52",2015
XOFIGO 1000KBQ/ML VIAL 1X6ML,1.00,"$26,098.00","$30,665.15","$36,184.87",2015
XOLAIR 150MG/VIAL PWDR FOR INJ,1.00,"$1,733.54","$2,036.91","$2,403.55",2015
XYNTHA 1000 IU 1VIAL,1.00,"$3,216.47","$3,779.35","$4,459.63",2015
XYNTHA 250 IU 1VIAL,1.00,$769.32,$903.95,"$1,066.66",2015
XYNTHA 500 IU 1VIAL,1.00,"$1,584.57","$1,861.86","$2,197.00",2015
YASMIN  1X21TAB,21.00,$29.90,$40.97,$48.34,2015
YASMIN  3X21TAB,63.00,$89.71,$120.66,$142.38,2015
YAZ 1X28TABLETS,28.00,$37.58,$51.49,$60.75,2015
YAZ 3X28TABLETS,84.00,$112.74,$140.93,$166.30,2015
YENTREVE 20MG 56CAPS,56.00,$220.14,$258.67,$305.23,2015
YENTREVE 40MG 56CAPS,56.00,$220.14,$258.67,$305.23,2015
YERVOY 5MG/ML VIAL10ML,10.00,"$20,211.53","$23,748.55","$28,023.29",2015
YERVOY 5MG/ML VIAL40ML,40.00,"$80,846.12","$94,994.20","$112,093.15",2015
YONDELIS 1MG VIAL,1.00,"$8,667.71","$10,184.56","$12,017.78",2015
ZADITEN EYE DROPS 5ML,5.00,$30.46,$41.73,$49.24,2015
ZALDIAR 20 TAB,20.00,$14.35,$19.66,$23.20,2015
ZALTRAP 25MG/ML 1VIAL/4ML(100MG),4.00,"$1,928.73","$2,266.25","$2,674.18",2015
ZALTRAP 25MG/ML 1VIAL/8ML(200MG),8.00,"$3,857.45","$4,532.51","$5,348.36",2015
ZANTAC INJ 5AMPX2ML,5.00,$14.94,$20.47,$24.15,2015
ZANTAC SYR150MG/10ML 300ML,300.00,$24.69,$33.83,$39.91,2015
ZAPPA 10 30TAB,30.00,$148.85,$186.06,$219.56,2015
ZAPPA 5MG 30TAB,30.00,$74.23,$99.84,$117.81,2015
ZAPPA 7.5MG 60TAB,60.00,$280.59,$329.69,$389.04,2015
ZAPPA ODT 10MG 30 O.D.TAB,30.00,$144.33,$180.41,$212.88,2015
ZAPPA ODT 5MG 30 O.D.TAB,30.00,$72.74,$97.84,$115.45,2015
ZARIDEX 150MG 20TAB,20.00,$12.26,$16.79,$19.81,2015
ZARIDEX 300MG 10TAB,10.00,$11.61,$15.90,$18.76,2015
ZEFFIX 100MG 28TAB,28.00,$226.36,$265.97,$313.85,2015
ZEFFIX ORAL SOL 5MG/ML 240ML,240.00,$124.73,$155.91,$183.97,2015
ZELBORAF 240MG 56TAB,56.00,"$9,946.77","$11,687.46","$13,791.20",2015
ZEMPLAR 1MCG 28 CAPSULES,28.00,$417.98,$491.13,$579.53,2015
ZEMPLAR 2 MCG 28 CAPSULES,28.00,$791.58,$930.11,"$1,097.53",2015
ZEMPLAR 5MCG/ML 5AMPX1ML,5.00,$401.32,$471.56,$556.44,2015
ZETO 250 6TAB,6.00,$23.77,$32.56,$38.43,2015
ZEVALIN 1.6MG/ML  VIAL 2ML COLD KIT,1.00,"$44,877.01","$52,730.48","$62,221.97",2015
ZIAGEN 300MG 60TAB,60.00,"$1,103.98","$1,297.17","$1,530.66",2015
ZIAGEN ORAL SOL 240ML,240.00,$301.90,$354.73,$418.58,2015
ZIDOVAL VAG. GEL 7.5MG/G 40G + APPLICATORS,40.00,$33.17,$45.44,$53.62,2015
ZINACEF INJ 750MGX5,5.00,$48.27,$64.92,$76.61,2015
ZINDACLIN 1% GEL 30GR,30.00,$50.13,$67.43,$79.57,2015
ZINNAT 125MG 10TAB,10.00,$12.66,$17.34,$20.46,2015
ZINNAT 250MG 10TAB,10.00,$16.21,$22.21,$26.20,2015
ZINNAT 250MG/5ML  SUSP 50ML,50.00,$15.37,$21.06,$24.85,2015
ZINNAT 250MG/5ML SUSP 100ML,100.00,$30.74,$42.11,$49.69,2015
ZINNAT 500MG 10TAB,10.00,$30.46,$41.73,$49.24,2015
ZINNAT SUSP 125MG/5ML 50ML,50.00,$19.82,$27.16,$32.05,2015
ZMAX POWDER FOR SUSP BOTTLE 2G,1.00,$40.66,$54.69,$64.53,2015
ZODORM 10MG 20TAB,20.00,$12.57,$17.23,$20.33,2015
ZOELY 28TAB,28.00,$37.18,$50.94,$60.11,2015
ZOELY 3X28TAB,84.00,$111.55,$139.44,$164.54,2015
ZOFRAN 4MG 10TAB,10.00,$97.86,$122.32,$144.34,2015
ZOFRAN 8MG 10TAB,10.00,$134.93,$168.66,$199.01,2015
ZOFRAN INJ 5X4MG/2ML,5.00,$111.20,$138.99,$164.01,2015
ZOFRAN INJ. 8 MG/4ML,5.00,$187.47,$234.34,$276.52,2015
ZOLADEX 3.6MG 1PREFILLED SYR,1.00,$491.40,$577.39,$681.32,2015
ZOLADEX LA 10.8MG SINGLE DOSE SYR,1.00,"$1,487.92","$1,748.30","$2,063.00",2015
ZOLEDRONIC ACID ACTAVIS VIAL 4MG/5ML,1.00,$403.07,$473.60,$558.85,2015
ZOLEDRONIC DEXCEL 4 MG / 5 ML,1.00,$403.07,$473.60,$558.85,2015
ZOLEDRONIC TEVA 4MG/5ML 1VIAL,1.00,$403.07,$473.60,$558.85,2015
ZOMACTON 10MG 1VIAL/4ML,1.00,"$1,228.02","$1,442.92","$1,702.65",2015
ZOMERA 4MG/5ML CONCENTRATE FOR INF.,1.00,$403.07,$473.60,$558.85,2015
ZOMIG 2.5MG 3TAB,3.00,$39.13,$52.63,$62.11,2015
ZOMIG RAPIMELT 2.5MG 2TAB,2.00,$17.96,$24.61,$29.03,2015
ZOMIG RAPIMELT 2.5MG 6TAB,6.00,$53.88,$72.47,$85.51,2015
ZOSTAVAX (ZOSTER VACCINE LIVE) VIAL 0.65ML,1.00,$653.95,$768.39,$906.70,2015
ZOVIRAX 200MG 25TAB,25.00,$26.45,$36.23,$42.76,2015
ZOVIRAX 400MG 70TAB,70.00,$61.04,$82.10,$96.88,2015
ZOVIRAX 800MG 35 DISPERS TAB,35.00,$174.58,$218.23,$257.51,2015
ZOVIRAX CREAM 10G,10.00,$52.83,$71.05,$83.84,2015
ZOVIRAX IV FOR INFUSION 250MG 5AMP,5.00,$165.94,$207.42,$244.76,2015
ZOVIRAX OPHT OINT 4.5G,4.50,$27.57,$37.78,$44.58,2015
ZOVIRAX SUSP 125ML,125.00,$95.81,$119.77,$141.32,2015
ZYBAN 150MG 60TAB SUSTAINED RELEASE,60.00,$256.09,$300.91,$355.07,2015
ZYPADHERA 210MG 1VIAL POWDER FOR SUSPENSION FOR INJ,1.00,$712.03,$836.63,$987.23,2015
ZYPADHERA 300MG 1VIAL POWDER FOR SUSPENSION FOR INJ,1.00,"$1,052.92","$1,237.18","$1,459.88",2015
ZYPADHERA 405MG 1VIAL POWDER FOR SUSPENSION FOR INJ,1.00,"$1,391.82","$1,635.39","$1,929.76",2015
ZYPREXA 10MG 28TAB,28.00,$138.93,$173.66,$204.92,2015
ZYPREXA 5MG 28TAB,28.00,$69.28,$93.18,$109.95,2015
ZYPREXA 7.5MG 56TAB,56.00,$261.88,$307.71,$363.10,2015
ZYPREXA INJ 10MG,1.00,$18.69,$25.60,$30.21,2015
ZYPREXA VELOTAB 10MG 28TAB,28.00,$134.71,$168.38,$198.69,2015
ZYPREXA VELOTAB 5MG 28TAB,28.00,$67.89,$91.31,$107.75,2015
ZYTIGA 250MG 120TAB,120.00,"$15,646.76","$18,384.95","$21,694.24",2015
ZYVOXID 600MG 10TAB,10.00,"$2,911.44","$3,420.95","$4,036.72",2015
ABBOSYNAGIS 100MG PUL FOR INJ+SOLV,1.00,"$3,382.66","$3,890.06","$4,551.37",2017
ABBOSYNAGIS 50MG PUL FOR INJ+SOLV,1.00,"$2,022.46","$2,325.83","$2,721.22",2017
ABELCET 5MG/ML VIAL 20ML (100MG/20ML),1.00,$486.06,$571.12,$668.21,2017
ABILIFY  MAINTENA 300 MG VIAL,1.00,"$1,054.72","$1,239.29","$1,449.97",2017
ABILIFY 10MG 28TAB,28.00,$182.90,$228.62,$267.49,2017
ABILIFY 15MG 28TAB,28.00,$199.87,$234.84,$274.77,2017
ABILIFY 30MG 28TAB,28.00,$200.89,$236.04,$276.17,2017
ABILIFY 5MG 28TAB,28.00,$181.62,$227.03,$265.62,2017
ABILIFY MAINTENA 400 MG/PREFILLED SYR,1.00,"$1,069.59","$1,256.77","$1,470.42",2017
ABILIFY MAINTENA 400MG VIAL,1.00,"$1,042.49","$1,224.92","$1,433.16",2017
ABITREN 100MG 10 SR TAB,10.00,$7.18,$9.83,$11.50,2017
ABITREN 100MG 20 SR TAB,20.00,$12.39,$16.98,$19.87,2017
ABITREN 50MG 10SUPP,10.00,$8.04,$11.01,$12.89,2017
ABITREN INJ 75MG/3CC,5.00,$8.07,$11.06,$12.94,2017
ABRAXANE 5MG/ML VIAL 100MG/20ML,1.00,"$1,040.31","$1,222.37","$1,430.17",2017
ABSTRAL 100MCG 30TAB SUBLINGUAL,30.00,$695.04,$816.68,$955.51,2017
ABSTRAL 200MCG 30TAB SUBLINGUAL,30.00,$759.93,$892.92,"$1,044.71",2017
ABSTRAL 400MCG 30TAB SUBLINGUAL,30.00,$783.74,$920.89,"$1,077.44",2017
ABSTRAL 600MCG 30TAB SUBLINGUAL,30.00,$794.28,$933.28,"$1,091.94",2017
ABSTRAL 800MCG 30 TAB SUBLINGUAL,30.00,$787.29,$925.06,"$1,082.32",2017
ACERIL 12.5MG 90TAB,90.00,$10.61,$14.53,$17.00,2017
ACERIL 25MG 90TAB,90.00,$22.91,$31.39,$36.73,2017
ACERIL 50MG 90TAB,90.00,$33.52,$45.92,$53.72,2017
ACLASTA 5MG/100ML 1BOTTLE,1.00,"$1,043.55","$1,226.17","$1,434.62",2017
ACNETRIM SOL 25ML,25.00,$10.98,$15.05,$17.60,2017
ACROSE 100MG 30TAB,30.00,$17.47,$23.94,$28.01,2017
ACROSE 50MG 30TAB,30.00,$12.12,$16.61,$19.43,2017
ACTEMRA 162 MG S.C. 4 SYRINGE PREFILLED,4.00,"$4,020.68","$4,623.78","$5,409.82",2017
ACTEMRA 20MG/ML 1X10ML(200MG) CONC. FOR SOLUTION FOR INF.,1.00,"$1,438.40","$1,690.12","$1,977.44",2017
ACTEMRA 20MG/ML 1X4ML(80MG) CONC. FOR SOLUTION FOR INF.,1.00,$581.63,$683.41,$799.59,2017
ACTIQ 1200MCG 30 COMPRESSED TAB,30.00,$872.73,"$1,025.46","$1,199.79",2017
ACTIQ 1600MCG 30 COMPRESSED TAB,30.00,$872.73,"$1,025.46","$1,199.79",2017
ACTIQ 200MCG 30 COMPRESSED TAB,30.00,$759.93,$892.92,"$1,044.71",2017
ACTIQ 400MCG 30 COMPRESSED TAB,30.00,$783.74,$920.89,"$1,077.44",2017
ACTIQ 600MCG 30 COMPRESSED TAB,30.00,$794.28,$933.28,"$1,091.94",2017
ACTIQ 800MCG 30 COMPRESSED TAB,30.00,$787.29,$925.06,"$1,082.32",2017
ACTIVELLE 28TAB,28.00,$35.10,$48.09,$56.26,2017
ACTOS 15MG 28TAB,28.00,$50.03,$67.29,$78.73,2017
ACTOS 30MG 28TAB,28.00,$102.48,$128.10,$149.88,2017
ACTOS 45MG 28TAB,28.00,$179.66,$224.58,$262.76,2017
ACYCLO-V 200MG 30TAB,30.00,$29.11,$39.88,$46.66,2017
ACYCLO-V 400MG 30TAB,30.00,$21.01,$28.78,$33.67,2017
ACYCLOVENIR 250MG 5VIAL/10ML,5.00,$166.02,$207.52,$242.80,2017
ADAFERIN CREAM 0.1% 30GR,30.00,$23.59,$32.32,$37.82,2017
ADAFERINE GEL 30GR,30.00,$23.79,$32.60,$38.14,2017
ADCETRIS 50MG/VIAL,1.00,"$13,760.58","$15,824.67","$18,514.86",2017
ADCIRCA 20MG 56TAB,56.00,"$2,101.76","$2,417.03","$2,827.92",2017
ADEMPAS 1.5MG 42TAB,42.00,"$5,072.73","$5,833.64","$6,825.35",2017
ADEMPAS 1MG 42TAB,42.00,"$5,072.73","$5,833.64","$6,825.35",2017
ADEMPAS 2.5MG 84TAB,84.00,"$10,145.45","$11,667.27","$13,650.71",2017
ADEMPAS 2MG 42TAB,42.00,"$5,072.73","$5,833.64","$6,825.35",2017
ADIZEM CD 120MG 30CAP,30.00,$17.97,$24.62,$28.80,2017
ADIZEM CD 180MG 30CAP,30.00,$27.65,$37.89,$44.33,2017
ADIZEM CD 240MG 30CAP,30.00,$37.96,$52.01,$60.85,2017
ADVAGRAF 0.5MG 50  P.R. CAPS,50.00,$172.79,$215.99,$252.71,2017
ADVAGRAF 1MG 50  P.R. CAPS,50.00,$310.18,$364.46,$426.42,2017
ADVAGRAF 3MG 50  P.R. CAPS,50.00,$918.69,"$1,079.46","$1,262.97",2017
ADVAGRAF 5MG 50  P.R. CAPS,50.00,"$1,512.98","$1,777.75","$2,079.97",2017
AERIUS 5MG 15TAB,15.00,$9.46,$12.97,$15.17,2017
AERIUS 5MG 30TAB,30.00,$18.86,$25.83,$30.22,2017
AERIUS SYRUP 0.5MG/ML 120ML,120.00,$9.52,$13.04,$15.25,2017
AEROVENT SOL 20ML,20.00,$17.48,$23.94,$28.02,2017
AFINITOR 10MG 30TABLETS,30.00,"$13,988.74","$16,087.05","$18,821.85",2017
AFINITOR 2.5MG 30TABLETS,30.00,"$5,365.46","$6,170.28","$7,219.22",2017
AFINITOR 5MG 30TABLETS,30.00,"$9,961.15","$11,455.32","$13,402.72",2017
AGGRASTAT 0.05MG/ML BAG 250ML,250.00,$559.68,$657.62,$769.41,2017
AGGRENOX 60 CAPS,60.00,$45.10,$60.65,$70.97,2017
AGIOLAX GRANULES 200GR,200.00,$36.28,$49.70,$58.15,2017
AGISERC 16MG 30TAB,30.00,$9.74,$13.34,$15.60,2017
AGISPOR ONYCHOSET OINT 10GR (WITH WATER PROOF PLASTERS),10.00,$78.97,$106.21,$124.27,2017
AGISTEN 1 VAGINAL TAB  0.5GR,1.00,$20.46,$28.03,$32.80,2017
AGISTEN 3 VCR 20GR 2%,20.00,$15.72,$21.53,$25.19,2017
AGRIPPAL S1,1.00,$18.53,$25.39,$29.71,2017
AGRYLIN 0.5MG 100CAP,100.00,"$1,631.97","$1,917.56","$2,243.55",2017
AKNE-MYCIN PLUS SOL 25ML,25.00,$37.78,$51.76,$60.55,2017
AKNE-MYCIN SOL 25ML,25.00,$10.98,$15.05,$17.60,2017
AKYNZEO 1 PACKS,1.00,$249.34,$292.97,$342.78,2017
ALBUNORM 5% VIAL 100ML,100.00,$54.99,$73.96,$86.54,2017
ALBUNORM 5% VIAL 250ML,250.00,$137.48,$171.84,$201.06,2017
ALCON AZOPT 1% 5ML,5.00,$31.82,$43.60,$51.01,2017
ALDACTONE 25MG 20T,20.00,$7.15,$9.80,$11.46,2017
ALDARA 5% CREAM 12SACH,12.00,$191.34,$239.17,$279.83,2017
ALDURAZYME 500U/5ML 1VIAL(5ML),1.00,"$2,774.01","$3,190.11","$3,732.43",2017
ALENDRONATE TEVA 10MG 30TAB,30.00,$47.88,$64.39,$75.34,2017
ALENDRONATE TEVA 70MG 4TAB,4.00,$28.16,$38.57,$45.13,2017
ALEXAN 1000MG/20ML VIAL,1.00,$74.97,$100.83,$117.97,2017
ALFU-KAL XL 10MG 30TAB,30.00,$45.61,$61.35,$71.78,2017
ALFUZOSIN ER TEVA 10MG 30 XR TAB,30.00,$45.61,$61.35,$71.78,2017
ALIMTA 100MG/VIAL VIAL 10ML,1.00,$766.83,$901.02,"$1,054.20",2017
ALIMTA 500MG/VIAL VIAL 50ML,1.00,"$4,203.69","$4,834.24","$5,656.07",2017
ALKERAN  2MG 25 TABS,25.00,$241.93,$284.27,$332.60,2017
ALKERAN INJ 50MG/10ML,1.00,$107.17,$133.96,$156.73,2017
ALLORIL 100MG 50TAB,50.00,$8.50,$11.65,$13.62,2017
ALLORIL 300MG 20TAB,20.00,$7.20,$9.86,$11.54,2017
ALPHA D3 0.25MCG 30CAP,30.00,$15.16,$20.76,$24.29,2017
ALPHA D3 1MCG 30CAP,30.00,$36.58,$50.11,$58.63,2017
ALPRALID 0.25MG 30TAB,30.00,$6.63,$9.08,$10.63,2017
ALPRALID 0.50MG 30TAB,30.00,$9.71,$13.30,$15.56,2017
ALPRALID 1MG 30TAB,30.00,$14.56,$19.94,$23.33,2017
AMARYL 1MG 30TAB,30.00,$7.94,$10.88,$12.73,2017
AMARYL 2MG 30TAB,30.00,$9.83,$13.46,$15.75,2017
AMARYL 3MG 30TAB,30.00,$15.48,$21.21,$24.82,2017
AMARYL 4MG 30TAB,30.00,$16.89,$23.14,$27.07,2017
AMBISOME 50MG/VIAL 10VIALS,10.00,"$5,890.78","$6,774.40","$7,926.05",2017
AMELUZ 78MG/G GEL 2G,2.00,$858.75,"$1,009.03","$1,180.57",2017
AMIODACORE 200MG 30TAB,30.00,$17.14,$23.48,$27.47,2017
AMIODACORE INJECTION 150MG/3ML 6X3AMP,6.00,$16.49,$22.59,$26.43,2017
AMLODIPINE TEVA 10MG 20TAB,20.00,$9.50,$13.02,$15.23,2017
AMLODIPINE TEVA 5MG 20TAB,20.00,$5.99,$8.21,$9.60,2017
AMLOW 10 MG 30 TAB,30.00,$11.89,$16.28,$19.05,2017
AMLOW 10MG 20TAB,20.00,$9.50,$13.02,$15.23,2017
AMLOW 5 MG 30 TAB,30.00,$8.99,$12.31,$14.41,2017
AMLOW 5MG 20TAB,20.00,$5.99,$8.21,$9.60,2017
AMOXICLAV TEVA 875MG 14TAB,14.00,$23.40,$32.06,$37.51,2017
ANAFRANIL 25MG 30TAB,30.00,$9.54,$13.07,$15.30,2017
